titles,category
중견수가  루보다 귀한건 맞다고 생각합니다,KIA
예상 엔트리   인 중심 좌우완 좌우타 밸런스 상황,KIA
올해도    네요,KIA
류김양 중 양현종이 최고인 것,KIA
기아팬들 이책 봤나요 ,KIA
왜 중견수를 후려치는지 모르겠다,KIA
중찬호에는 발끈하면서 태연하게 중도영을 말하는게 웃기네요 ,KIA
개인적으로 비다년 계약 아무도 안했으면 좋겠네요 ,KIA
  다저스 토미 애드먼 같은 선수면  크보에서    얼마 받을수 있을까요 ,KIA
  년 기아 성적의 핵심은 위즈덤입니다 ,KIA
조상우 몸이    프로라고 해도 다시     찍는 건 힘들겠죠 ,KIA
중도영 중도현 논리는 중찬호로 받아치면 가장 정확하죠,KIA
내년 윤도현은 어떻게든 중용하겠네요  ,KIA
올러랑 위즈덤 기대치들은 세부 지표 까지 다들 뭐 원하시는 부분있나,KIA
누군가 헛소리 한다면    ,KIA
그나저나 구단도 비다년 염두 하곤 있다는데 성사가될까요 ,KIA
징하다 징해,KIA
조상우도 좋고  임기영도 좋은데,KIA
이번 캔버라간 선수들은,KIA
박찬호  년  억 행선지는 과연 ,KIA
중도영 소리한다고 중찬호로 대응하는건 초딩인가요 ,KIA
그나저나 우리 애 잠시 잊고있었는데,KIA
아 어쩐지 요새 조용하더라    ,KIA
리툴링이라 해도 박최조  명중 둘은 잡겠죠,KIA
임기영 성적예상,KIA
깔끔하게 김도영 투수시키고 박찬호 포수 시키던가,KIA
만약 내년 리툴링이면 박찬호는 안잡는거죠,KIA
최원준 안잡을거란건 진짜 기아알못이죠,KIA
저는 조상우 박찬호 최원준 전부 안잡을거라 생각합니다,KIA
나성범  년    억은    퍼 만족스러움,KIA
찬호빠와 한호까는,KIA
범호형 결단을 내려,KIA
용병은 진짜 모르겠다 싶은게  ,KIA
프런트가 박찬호    포기할 확률 높은 이유들,KIA
기아팬분들 곽도규 나혼산 잔잔하니 재밌네요,KIA
실책  개 선수도 쉴드치네요,KIA
동네 리틀야구 운영도 못하는 것들이,KIA
박찬호  찬호맘들이 망친 선수,KIA
김도영 포지션 문제 저는 이렇게 생각합니다,KIA
황대인 체중감량 약정하는건 어떨가요   ,KIA
임기영 비싸다는데   ,KIA
박찬호 내년시즌끝나고 잔류든 이적이든 상관없는데,KIA
  월   일 캔버라 캐벌리 선수들 기록    ,KIA
그나마 박찬호가 내년 시즌 끝나고   인게 다행이네요,KIA
조상우가 김세현만큼 해 줄 수 있을까요  ,KIA
어짜피 찬호    내년 시즌 끝나고 입니다 ,KIA
박찬호 중견 가면 잘할듯요,KIA
솔직이 올시즌에 김선빈선수,KIA
저는 중견수 박찬호 밉니다,KIA
이러니 저러니 해도 전 올해 박찬호  최원준 잘할거 같음,KIA
갑자기 우두두 튀어나오네요   근데 아이콘들이 다   ,KIA
펨코 단톡방 걸리니까 여기서 중도영을 외치네,KIA
지금 기아팬중에 제일 신기한 사람이 황대인한테 기대거는 사람들이죠,KIA
구단에서 내후년엔 리툴링한다 말한거 보면 유격수 김도영을 생각중인거 같지 않나요 ,KIA
김도영 수비는 못했다 타격은 잘했다 할수있는거 아닌가요 ,KIA
근데 기아는 강백호 반등만 하면 무조건 사올거임,KIA
또 다른 도현이,KIA
김도영  루수 실책   개는 심각한 수준이예요 ,KIA
김도영 유격수를 뭐 이종범 향수다 아이돌 센터자리인줄 안다,KIA
고종욱이    잘받았네요,KIA
황대인 본인도 이대로는 안되겠다 싶어서 살도 빼고 내년 준비하려고 했는데,KIA
리툴링 라인업    ,KIA
양현종한테 뭘기어다녀요 쫒아내버려야지,KIA
진지하게 박찬호팬들을 만족시키는 유격백업이 나올까요 ,KIA
김도영같은 선수도 유격수 논란이 생기는걸 보니,KIA
박찬호 최원준은 못잡을 확률이 매우 높다고 생각합니다,KIA
황대인은 이범호 리더십의 한 과목입니다,KIA
김도영한테 자꾸 중견수 얘기 꺼내는 사람들은 일부러 그러는것 같은데,KIA
근데 내년 이후 유격수 급한 팀이 어딘가요  ,KIA
김도영도 이범호 이대호처럼 제자리수비하면 실책 안하죠,KIA
우리팀 리툴딩 라인업 어떻게 될까요 ,KIA
곽도규 나혼산 나온거 방금 재방 봤는데,KIA
김도영 수비에 대한 평가절하는 아이러니하게도 너무 뛰어난 타격성적때문,KIA
내 년 최원준 박찬호 양현종 계약하지맙시다,KIA
리코가 밉상이긴 해도 리코는 무조건 걸러라는 아닌거 같아요,KIA
양현종이 옵션  억 넣고    억 계약을 했는데  찬호를  ,KIA
내년후 리툴링은 박찬호 최원준 비싸면 안잡고 최형우 은퇴로 읽혀지고 김선빈 자리 대체하고 선발진 군입대로 읽혀집니다 ,KIA
그돈주고 살 필요가 없으니까 안잡는거겠죠,KIA
둘째 임신한 황대인    ,KIA
 롯데  박찬호의 거취는 롯데의 기업상황임,KIA
내년 올인하고 시즌후   는 양현종 하나만 잡을것 같죠 ,KIA
리코라서 박찬호 잡기힘든게아닌 그게 시장가라서 못잡은거뿐,KIA
리코면 박찬호도 잡기 힘들죠  ,KIA
국내프로야구 타자최고고트는,KIA
양현종이 역대 한국이 투수      에 든다 ,KIA
프로와서  루만 봣으면 그냥  루수 아닌가요    ,KIA
김도영 유격수는 이거랑 비슷한 논리구조일수도 있음,KIA
아시안게임 올림픽 노메달 기원합니다,KIA
나성범이    경기 이상은 나와야합니다,KIA
현재 기아 전력에서 아쉬운 점 찾으면 외야 백업이 좀 부족하다는 거 ,KIA
좌동주 우의리  의리 인스스 ,KIA
풋살팀 기아      광주  ,KIA
임기영은 불운하긴 하네요,KIA
임기영은 작년이 너무 아쉬울듯,KIA
임기영 계약건은 기아 구단의 승리인거 같네요,KIA
기아팬들에게 질문,KIA
유튭 보니 윤석민 완전 재능충이었나보는  ,KIA
임기영 최지민 조상우중에 두명만 반등하면,KIA
커뮤니케이션 하다보면 이런저런팬많죠,KIA
임기영 허구연 죽이고 싶을듯,KIA
서건창   억은   ,KIA
임기영  년   억 예상했었는데,KIA
고종욱 무상트레이드하면 받을 팀 있을까요,KIA
임기영도   억인데 서건창   억은 그냥 바이바이일듯 싶네요,KIA
   어그로 제대로네    ,KIA
임기영 개싸다고 생각하고 들어왔는데,KIA
양현종이 의외로 노력파였네요       ,KIA
서건창한테 줄돈으로 김성욱 사오는게 이득이긴함,KIA
서건창 예전에 외야 전환도 하지 않았나요 ,KIA
불펜은 거의 예외 없이 안식년이 온다고 하던데 임기영도,KIA
우승에 안주하지 않고 보강하려는 모습 너무 좋네요,KIA
근데 소속팀 선수 메이저 진출이 그렇게 좋은가요 ,KIA
윤석민 한일레전드 매치 이후 일주일간 오른팔 못썼네요  ,KIA
내년 기아가 올해 기아보다 훨씬 셀겁니다 ,KIA
이주은 복귀할랑가요 ,KIA
임기영   억은 그냥 싼거 아닌가요 ,KIA
백업은  루수 우익수 중견수 포지션어야 가치있음,KIA
기아 불펜이랑 지혜는 진짜 욕구해소라서   ,KIA
기아 같은 케이스가 거의 처음인건가요    ,KIA
서건창이랑은 아름다운 이별 하면 좋겠네요,KIA
기아 부럽네요 ,KIA
조상우를 셋업으로 꾸리니깐 최강 불펜 같네   ,KIA
내년 기아    리코 겁나 재밌을거 같음   ,KIA
이제 기아는 철수해도 되나요 ,KIA
임기영은 분명 쓰임새가 있습니다  계약 잘해서 다행이네요,KIA
솔직히 임기영 저정도는 챙겨줘야죠,KIA
내년 불펜진 이렇게 갈 거 같네요,KIA
내년 우리 불펜 진짜 미어터지네요,KIA
임기영 생각보다 잘던졌네요,KIA
임기영 재계약 소감 나왔네요,KIA
서건창 외야는 안되겠죠 ,KIA
리핏 도전 준비는 잘 된거죠   ,KIA
서건창은 잡을 이유가 진짜 하나도 없죠 ,KIA
위즈덤이면 서건창 필요한지 모르겠음,KIA
서건창은  억도 아깝다,KIA
서건창 계약 부정적인 이유가   팀내 최고유망주들과 경쟁롤 이라서죠  ,KIA
임기영 솔리드하게 잘잡은듯,KIA
리코가 기아가 계약 제일힘들다는 말이 이해감,KIA
이주은 인스타 스토리,KIA
서건창 샐캡안터지는정도면 찬성합니다    ,KIA
임기영 보장액   억 옵션  억중 옵션 더 올렸어도 될듯,KIA
임기영은    재수 생각해 볼만하지 않았나 싶은데 ,KIA
보장   억이면 적당한 선에서 잡은 것 같은데요 ,KIA
당황스러운글들,KIA
건창아 우야노  ,KIA
이제 우리팀의 유일한 고민거리는 외야 유망주정도 ,KIA
찬호는 너무 커버린 게 오히려 딜레마가 되어버림,KIA
이번 스토브리그는 기아가 제일 합리적이었던 구단 맞죠 ,KIA
언제부터 멍청하기만 한 기아 프런트가  ,KIA
리빌딩이랑 리툴링이랑 야구계에서 같은 의미인가요  ,KIA
 군 투수 엔트리   명,KIA
임기영 딱 생각했던 금액대로 잘 계약했네요 ,KIA
임기영 올해 혹사여파로 보고 반등에 한표 ,KIA
엊그제 제글인데,KIA
조상우나 임기영은 경쟁팀으로 합류 막은 것도 큼,KIA
의리 복귀 예상 시점이 올브 이후인가요 ,KIA
   엔트리예상 업데이트,KIA
조상우 기아에 친한 선수 있나요 ,KIA
임기영만 봐도 혹사당하는건 바보짓임,KIA
임기영   는 평가하기도 참 안타깝네요,KIA
서건창은 이제 예우해줘서,KIA
서건창은 그냥 무늬만   인 계약아니면 굳이죠  ,KIA
임기영은 반등할겁니다,KIA
임기영   억이면 서건창은  년  억 이하일것 같네요,KIA
기영이 미음이 아프네요,KIA
박준표는 어떨것 같나요 ,KIA
임기영 입장에성 참 아쉽게됐네요,KIA
조상우가  라면 박찬호 장기계약 진행하는거 아닐까요,KIA
난 솔직히 서건창  년  억 정도 줘야한다 봄,KIA
내년 기아 수도권 일정    ,KIA
서건창은 시간 끌수록 받을 수 있었던 돈도 놓치게 되는거 같네요  ,KIA
임기영     ,KIA
임기영은 약간 과거 보상 느낌도 있지 않나요 ,KIA
  기조나 트레이드보면 합리적 운영하는거 같아 적응이 안되네요,KIA
임기영 계약해서 다행이네요,KIA
서건창  년  억정도면 딱좋을거같긴한데,KIA
의외로 싸게 잡은거 같은데   옵트아웃도 없고    서건창 염두 한건 아니겠져 ,KIA
임기영 다소 오버페이 아닌가요,KIA
임기영 적절한가격으로 잘 잡았네요 임기영 기아 윈윈 ,KIA
임기영 떠날 까봐 조마조마 했습니다  ,KIA
임기영 내년에  점대   이닝만해도 올해보다 잘한거네요,KIA
임기영 작년 성적이 올해였다면 못 잡았다고 봐야죠 ,KIA
  타이거즈 굿바이    ,KIA
서건창은 어떻게 마무리 될지 궁금하네요,KIA
임기영 잡은거 매우 괜찮은듯,KIA
이제    철수하면 될 듯,KIA
임기영 계약 만족도 조사,KIA
임기영은 장현식보고 아쉬울수도 있긴한데  ,KIA
기영이는 해준것도 많고 반등 가능성도 있다 봐서 딱 맞아 보이네요,KIA
인크커피 가볼만 하나요 ,KIA
맑음씨 남편 계약했군요    ,KIA
장현식의 공백을 임기영이 메워주기를   ,KIA
내년 기아 불펜 명단       ,KIA
기아 스토브리그 완벽하네요,KIA
한게팬들 이런식으로 합의보죠,KIA
대구 출신이라 짜게 준건가요 ,KIA
임기영 사진 이거 쓰지  ,KIA
임기영    계약 완료,KIA
임기영 계약완료      년   억 ,KIA
임기영  년 총액   억 계약 완료,KIA
임기영,KIA
박찬호    잡으려하면 심재학 그동안 업적 다 물거품이죠,KIA
이다혜 이주은을 이을것으로 보이는 뉴페이스,KIA
전 김도영이 우선  루에서 약점 극복해 보길 바랍니다,KIA
왜 갑자기 박찬호가 호남 사람이 아니라 더 까인다는,KIA
아시안게임 나가면 금메달 따는지알아요,KIA
기아팬들에게 박찬호가 까이는건 대구출신이라서 아닌가요 ,KIA
윤도현은 타격자세에서 왜 리듬을 없앴을까요,KIA
프리미어         김도영,KIA
예전엔    보상이   인외 연봉              였는데,KIA
기아소속 최고의 욕받이 나지완  박찬호의 공통점,KIA
  두산만    명 해주는건 형평성에 어긋나는거죠,KIA
기아    조상우 다년계약     ,KIA
내년 롯데   인 맛있나요 ,KIA
타이거즈 우승년도 내야실책수     김응용식 자율야구 ,KIA
위즈덤은 간결한 스윙만 해도 볼만하겠네요 ,KIA
윤도현은 현재 공익 대기 걸어둔 상태입니다,KIA
내년 리핏노릴거면 모험해봐야한다는 입장이었는데  ,KIA
박찬호 쿨타임 도는건 여지없네요       ,KIA
윤도현을 상수로두면 안됩니다,KIA
근데 기아가 도영이 메이져 대비를 해줘야 하나요 ,KIA
뭐야 또 박찬호야       ,KIA
유도영은 무조건 해야 하는 것도  안 해야 하는 것도 아님,KIA
윤도현 내년에 바라는건 작년 김도영이랑 똑같음  ,KIA
성영탁 인터뷰 패기 넘치네요,KIA
어차피 기아는 박찬호 못 잡습니다,KIA
윤도현은 군 문제를 먼저 해결해야합니다 ,KIA
매일 등장하는 박찬호,KIA
무슨 기아는 글만보면     년 가을인줄,KIA
김도영이 김하성 급으로 수비 스텝업을 한다는 가정하,KIA
최원준이냐 박찬호냐가 지금 시점에 중요한가요 ,KIA
윤도현은  루수비 진짜 안정적이더군요,KIA
김도영  킹캉스쿨 가보면 좋을 듯,KIA
내년에 박찬호 한 두달정도만 어디 갔다오면 좋겠네,KIA
만약 박찬호   로 내보낸다 치면,KIA
양현종이 금년 성적 유지한다는 전제하에 ,KIA
곽도규가 냉동실에 현금을 보관하는 이유        나혼산 ,KIA
최형우 빠른     죠 ,KIA
윤석민은   년도에 왜 반지 안줬나요 ,KIA
기아 내년    명 다잡을수 있나요 ,KIA
김도영 포지션은    가서 어느 포지션할거냐임,KIA
식당에서 선수들 오면 좋아하는 이유,KIA
평소 대전야구장 예매 난이도가 어떤가요,KIA
조상우 선수 분석 ,KIA
내년 대전 신구장 오픈경기 상대팀이    군요,KIA
과연 기아가 박찬호 거액에 잡을까요 ,KIA
김도영 윤도현이 키스톤으로 자리잡는게 장기적으로 팀 전력에 좋지 않을까요 ,KIA
  월   일 캔버라 캐벌리 선수들 기록    ,KIA
김도영은 그 많은 스케줄 소화하고도 아직 흥이 남았나 봅니다 ,KIA
와우 제게 디씨하냐고 일침두시던분 디씨활동하시네요   ,KIA
기아 타자 주전  명 서열 맨 꼴등이 최원준 박찬호죠,KIA
박찬호 빠진 열흘간 기아 승률,KIA
내년 기아 보호   인 명단 널널주의 ,KIA
아   아직 한참남았는데   ,KIA
  전혀 안보는데   도규볼려고 틀었는데  ,KIA
그동안 단톡방같은 야구관련해서 여론조작해온 전적이 있었나요 ,KIA
기아는 이의리가 잘 돼야 함 ,KIA
박나래가 윤형철 보고 저 분은 표정이 똑같네요 할때 터졌네요 ,KIA
베테랑들 인터뷰보면   대 초반선수들 술 거의 안하는거같긴하던데,KIA
곽도규라는 사람 매력있네요,KIA
선동열은 고교시절 이미 최고의 투수였습니다,KIA
곽도규가 보던 미드가 덱스터죠  전시즌 다 봤는데,KIA
곽도규 나혼산 생각보다 괜찮네요,KIA
